WARNING (------): DXF version not recognised or not release 12-15.
ASCII DXF release 15 is recommended
XRECORD: name="ACDB_RECOMPOSE_DATA", handle="4C1", group="280", value="     1"
WARNING (043678): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043680): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043682): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043684): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043686): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043688): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043690): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043692): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043694): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043696): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043698): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043700): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043702): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043704): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043706): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043708): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043710): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043712): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043714): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043716): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043718): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043720): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043722): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043724): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043726): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043728): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043730): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043732): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043734): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043736): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043738): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043740): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043742): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043744): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043746): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043748): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043750): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043752): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043754): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043756): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043758): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043760): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043762): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043764): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043766): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043768): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043770): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043772): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043774): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043776): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043778): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043780): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043782): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043784): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043786): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043788): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043790): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043792): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043794): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043796): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043798): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043800): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043802): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043804): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043806): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043808): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043810): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043812): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043814): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043816): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043818): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043820): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043822): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043824): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043826): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043828): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043830): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043832): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043834): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043836): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043838): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043840): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043842): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043844): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043846): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043848): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043850): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043852): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043854): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043856): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043858): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043860): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043862): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043864): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043866): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043868): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043870): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043872): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043874): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043876): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043878): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043880): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043882): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043884): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043886): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043888): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043890): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043892): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043894): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043896): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043898): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043900): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043902): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043904): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043906): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043908): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043910): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043912): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043914): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043916): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043918): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043920): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043922): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043924): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043926): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043928): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043930): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043932): XRECORD object group 310 unknown/not supported - ignored.
WARNING (043934): XRECORD object group 310 unknown/not supported - ignored.
